name,score,x,y,label
ISIC_0003308,0.023892825469374657,37,3,0
ISIC_0003346,0.0006669749855063857,38,3,0
ISIC_0003657,0.0033529829233884807,39,3,0
ISIC_0004168,0.0019718976691365238,0,4,0
ISIC_0004309,0.0005114341038279235,1,4,0
ISIC_0004715,0.014432248659431934,2,4,0
ISIC_0004985,0.005133515223860741,3,4,0
ISIC_0005620,0.00033831305336207146,4,4,0
ISIC_0006350,0.018775384873151783,5,4,0
ISIC_0006711,0.0005363577511161567,6,4,0
ISIC_0006982,0.009315928444266321,7,4,0
ISIC_0007087,0.002032995456829667,8,4,0
ISIC_0007156,0.005103645846247673,9,4,0
ISIC_0007332,0.0019458711612969641,10,4,0
ISIC_0007344,0.00027551973471418023,11,4,0
ISIC_0007528,0.0003332107444293797,12,4,0
ISIC_0007557,0.03580207750201225,13,4,0
ISIC_0008207,0.0029985795263201,14,4,0
ISIC_0008236,0.014416570775210856,15,4,0
ISIC_0008256,0.0022233875934034586,16,4,0
ISIC_0008280,0.0006268992437981068,17,4,0
ISIC_0008294,0.006528655067086221,18,4,0
ISIC_0008507,0.015197043307125568,19,4,0
ISIC_0008528,0.007866840809583664,20,4,0
ISIC_0008600,0.0010942706139758231,21,4,0
ISIC_0008879,0.00115513417404145,22,4,0
ISIC_0008913,0.12460002303123476,23,4,0
ISIC_0008992,0.2774821519851685,24,4,0
ISIC_0008998,0.056959044188261025,25,4,0
ISIC_0009035,0.006144462153315544,26,4,0
ISIC_0009078,0.0007288994383998215,27,4,0
ISIC_0009160,0.11417818069458008,28,4,0
ISIC_0009344,0.008474218659102917,29,4,0
ISIC_0009504,0.0018455731915310023,30,4,0
ISIC_0009533,0.0020674709230661392,31,4,0
ISIC_0009868,0.4896309673786163,32,4,1
ISIC_0009874,0.049076244235038764,33,4,0
ISIC_0009888,0.002608276205137372,34,4,0
ISIC_0009897,0.08717036247253418,35,4,1
ISIC_0009904,0.15198342502117154,36,4,0
ISIC_0009909,0.10456835478544237,37,4,0
ISIC_0009914,0.04039764031767845,38,4,0
ISIC_0009917,0.0332946740090847,39,4,0
ISIC_0009923,0.018339509144425392,0,5,0
ISIC_0009928,0.06275519728660582,1,5,0
ISIC_0009935,0.0668843537569046,2,5,0
ISIC_0009936,0.029741255566477776,3,5,0
ISIC_0009939,0.11305683106184004,4,5,0
ISIC_0009941,0.12294428050518035,5,5,0
ISIC_0009943,0.008243094198405744,6,5,0
ISIC_0009944,0.09384921193122864,7,5,0
ISIC_0009950,0.21454645693302155,8,5,1
ISIC_0009953,0.2352059781551361,9,5,0
ISIC_0009955,0.017952274531126022,10,5,1
ISIC_0009962,0.4319332242012024,11,5,0
ISIC_0009969,0.0427020899951458,12,5,0
ISIC_0009980,0.13154777884483335,13,5,0
ISIC_0009982,0.29739096760749817,14,5,0
ISIC_0009988,0.3503259420394897,15,5,0
ISIC_0009991,0.12915226817131042,16,5,0
ISIC_0009993,0.12504027783870694,17,5,1
ISIC_0009994,0.003456263802945614,18,5,0
ISIC_0009998,0.17795759439468384,19,5,0
ISIC_0010000,0.16097216308116913,20,5,1
ISIC_0010009,0.07686346769332886,21,5,0
ISIC_0010011,0.2364004105329513,22,5,1
ISIC_0010016,0.4792625308036804,23,5,1
ISIC_0010017,0.43792101740837097,24,5,0
ISIC_0010018,0.042035821825265884,25,5,0
ISIC_0010019,0.06597711890935898,26,5,0
ISIC_0010028,0.023700864985585213,27,5,0
ISIC_0010032,0.1375516951084137,28,5,0
ISIC_0010036,0.4494565725326538,29,5,1
ISIC_0010041,0.12204831093549727,30,5,0
ISIC_0010046,0.18023231625556946,31,5,0
ISIC_0010054,0.7205973863601685,32,5,1
ISIC_0010057,0.16421854496002194,33,5,0
ISIC_0010063,0.1402699053287506,34,5,0
ISIC_0010064,0.07090625911951065,35,5,0
ISIC_0010069,0.0681309774518013,36,5,0
ISIC_0010078,0.3609643280506134,37,5,0
ISIC_0010081,0.14481516182422638,38,5,1
ISIC_0010088,0.1310601383447647,39,5,0
ISIC_0010090,0.15761925280094147,0,6,0
ISIC_0010093,0.11129698157310486,1,6,0
ISIC_0010102,0.6519144177436829,2,6,0
ISIC_0010105,0.05551353096961975,3,6,0
ISIC_0010176,0.02329869754612446,4,6,0
ISIC_0010183,0.03939450904726982,5,6,0
ISIC_0010184,0.09097759425640106,6,6,0
ISIC_0010186,0.05791378021240234,7,6,0
ISIC_0010190,0.09789513796567917,8,6,0
ISIC_0010194,0.6610377430915833,9,6,1
ISIC_0010205,0.13900956511497498,10,6,0
ISIC_0010206,0.04402385652065277,11,6,0
ISIC_0010212,0.6525450944900513,12,6,0
ISIC_0010222,0.12142400443553925,13,6,0
ISIC_0010226,0.2412563264369965,14,6,0
ISIC_0010229,0.018164101988077164,15,6,0
ISIC_0010233,0.02114257961511612,16,6,0
ISIC_0010236,0.29131054878234863,17,6,0
ISIC_0010237,0.22097307443618772,18,6,0
ISIC_0010239,0.644757091999054,19,6,0
ISIC_0010241,0.04644712433218956,20,6,1
ISIC_0010244,0.0034510022960603237,21,6,0
ISIC_0010251,0.016353439539670944,22,6,1
ISIC_0010252,0.36435046792030334,23,6,0
ISIC_0010262,0.1268925964832306,24,6,0
ISIC_0010263,0.05875878408551216,25,6,0
ISIC_0010265,0.5286387801170349,26,6,1
ISIC_0010267,0.9254039525985718,27,6,1
ISIC_0010319,0.5217518806457521,28,6,1
ISIC_0010320,0.8151515126228333,29,6,0
ISIC_0010332,0.6354442834854126,30,6,0
ISIC_0010335,0.06625027954578401,31,6,0
ISIC_0010342,0.055427204817533486,32,6,0
ISIC_0010351,0.07926192879676819,33,6,0
ISIC_0010356,0.008984559215605259,34,6,0
ISIC_0010357,0.16467659175395966,35,6,0
ISIC_0010364,0.04683000966906548,36,6,1
ISIC_0010370,0.10753942281007768,37,6,0
ISIC_0010379,0.6369267106056213,38,6,1
ISIC_0010441,0.5223044753074646,39,6,1
ISIC_0010443,0.4698008298873901,0,7,0
ISIC_0010447,0.2542555630207062,1,7,0
ISIC_0010452,0.010197783820331095,2,7,0
ISIC_0010455,0.029756510630249974,3,7,0
ISIC_0010457,0.2913530468940735,4,7,0
ISIC_0010458,0.0015271934680640695,5,7,0
ISIC_0010472,0.13177351653575894,6,7,0
ISIC_0010476,0.10485488176345824,7,7,1
ISIC_0010483,0.028349660336971283,8,7,0
ISIC_0010488,0.1917094737291336,9,7,0
ISIC_0010492,0.1712462306022644,10,7,0
ISIC_0010494,0.585690438747406,11,7,0
ISIC_0010498,0.1974953263998032,12,7,0
ISIC_0010566,0.22721004486083984,13,7,0
ISIC_0010567,0.04234161227941513,14,7,0
ISIC_0010571,0.006150455679744482,15,7,0
ISIC_0010572,0.025287682190537453,16,7,0
ISIC_0010574,0.11504609882831572,17,7,0
ISIC_0010576,0.2530249357223511,18,7,1
ISIC_0010598,0.07763854414224625,19,7,0
ISIC_0010851,0.007402373943477869,20,7,0
ISIC_0010853,0.002035784535109997,21,7,0
ISIC_0010854,0.3448212444782257,22,7,0
ISIC_0010860,0.2628821134567261,23,7,1
ISIC_0011084,0.4512690603733063,24,7,0
ISIC_0011088,0.40051400661468506,25,7,0
ISIC_0011090,0.056646481156349175,26,7,0
ISIC_0011098,0.30250614881515503,27,7,0
ISIC_0011101,0.07207687199115753,28,7,0
ISIC_0011105,0.027643732726573944,29,7,0
ISIC_0011112,0.7670344710350037,30,7,1
ISIC_0011117,0.5443466901779175,31,7,0
ISIC_0011124,0.047757204622030265,32,7,0
ISIC_0011128,0.8718107342720032,33,7,1
ISIC_0011135,0.6450521945953369,34,7,1
ISIC_0011150,0.007171934936195613,35,7,0
ISIC_0011151,0.10533731430768968,36,7,1
ISIC_0011158,0.8445108532905579,37,7,1
ISIC_0011164,0.1691785603761673,38,7,0
ISIC_0011165,0.3442104458808899,39,7,0
ISIC_0011204,0.08018267899751662,0,8,0
ISIC_0011205,0.619271457195282,1,8,0
ISIC_0011211,0.04736803099513054,2,8,0
ISIC_0011213,0.19891656935215,3,8,0
ISIC_0011219,0.042803589254617684,4,8,0
ISIC_0011292,0.00600056117400527,5,8,0
ISIC_0011296,0.03967776894569397,6,8,0
ISIC_0011301,0.06991992145776749,7,8,0
ISIC_0011303,0.024868465960025787,8,8,0
ISIC_0011304,0.02755401842296124,9,8,0
ISIC_0011339,0.07514704018831253,10,8,0
ISIC_0011341,0.0024197862949222326,11,8,0
ISIC_0011344,0.028555169701576236,12,8,1
ISIC_0011345,0.009975905530154705,13,8,0
ISIC_0011357,0.004778948612511158,14,8,0
ISIC_0011358,0.033493805676698685,15,8,0
ISIC_0011360,0.07585432380437851,16,8,0
ISIC_0011367,0.02646820805966854,17,8,0
ISIC_0011374,0.8724842667579651,18,8,1
ISIC_0011378,0.022349517792463303,19,8,0
ISIC_0011383,0.05315634608268738,20,8,0
ISIC_0011387,0.02232411876320839,21,8,1
ISIC_0011397,0.7215439677238464,22,8,0
ISIC_0011398,0.09510646015405656,23,8,0
ISIC_0012090,0.4065278768539429,24,8,0
ISIC_0012092,0.5420379638671875,25,8,0
ISIC_0012094,0.002747387858107686,26,8,0
ISIC_0012099,0.0007620705873705448,27,8,1
ISIC_0012108,0.016552569344639778,28,8,0
ISIC_0012109,0.1037384867668152,29,8,0
ISIC_0012116,0.3914240300655365,30,8,0
ISIC_0012118,0.03914011642336845,31,8,0
ISIC_0012127,0.0020762518979609013,32,8,0
ISIC_0012134,0.2414693385362625,33,8,0
ISIC_0012143,0.5273464918136597,34,8,0
ISIC_0012160,0.17701876163482666,35,8,0
ISIC_0012177,0.01711518876254559,36,8,0
ISIC_0012182,0.06279262900352478,37,8,0
ISIC_0012187,0.002979251556098461,38,8,0
ISIC_0012201,0.04446569085121155,39,8,0
ISIC_0012204,0.29549291729927063,0,9,0
ISIC_0012205,0.1144297793507576,1,9,0
ISIC_0012206,0.4600742757320404,2,9,0
ISIC_0012207,0.18525701761245728,3,9,0
ISIC_0012213,0.0035103464033454657,4,9,0
ISIC_0012216,0.011790871620178223,5,9,0
ISIC_0012224,0.00567690609022975,6,9,0
ISIC_0012228,0.014300081878900528,7,9,0
ISIC_0012250,0.01644449308514595,8,9,0
ISIC_0012258,0.07504871487617493,9,9,1
ISIC_0012261,0.15231019258499146,10,9,0
ISIC_0012271,0.002944739069789648,11,9,0
ISIC_0012273,0.20625576376914975,12,9,0
ISIC_0012284,0.2810320258140564,13,9,0
ISIC_0012288,0.041979990899562836,14,9,1
ISIC_0012290,0.5912579894065857,15,9,1
ISIC_0012298,0.024198107421398163,16,9,1
ISIC_0012303,0.002952313516288996,17,9,0
ISIC_0012314,0.31654423475265503,18,9,0
ISIC_0012342,0.4377998113632202,19,9,0
ISIC_0012360,0.11912015825510025,20,9,0
ISIC_0012374,0.010846639052033423,21,9,0
ISIC_0012381,0.08325324207544328,22,9,0
ISIC_0012384,0.019023649394512177,23,9,0
ISIC_0012390,0.037289801985025406,24,9,0
ISIC_0012425,0.003970605786889792,25,9,1
ISIC_0012432,0.3678184747695923,26,9,0
ISIC_0012448,0.07292059808969498,27,9,0
ISIC_0012450,0.06571360677480698,28,9,1
ISIC_0012453,0.3452357947826385,29,9,0
ISIC_0012464,0.00019252645142842084,30,9,0
ISIC_0012469,0.2439116239547729,31,9,0
ISIC_0012481,0.002047879621386528,32,9,0
ISIC_0012484,0.4809631705284119,33,9,0
ISIC_0012489,0.4586480259895325,34,9,0
ISIC_0012518,0.13661769032478333,35,9,0
ISIC_0012521,0.26402539014816284,36,9,0
ISIC_0012526,0.1487312614917755,37,9,0
ISIC_0012544,0.009042719379067421,38,9,0
ISIC_0012551,0.02605203352868557,39,9,0
ISIC_0012655,0.0344095416367054,0,10,0
ISIC_0012656,0.04740597680211067,1,10,0
ISIC_0012658,0.09790953993797302,2,10,0
ISIC_0012660,0.03383520245552063,3,10,0
ISIC_0012662,0.014779828488826753,4,10,0
ISIC_0012663,0.021726991981267933,5,10,0
ISIC_0012666,0.05788205191493034,6,10,0
ISIC_0012677,0.003320696298032999,7,10,0
ISIC_0012681,0.0017841454828158019,8,10,0
ISIC_0012684,0.09958973526954652,9,10,0
ISIC_0012704,0.006621267180889845,10,10,0
ISIC_0012708,0.018374266102910042,11,10,0
ISIC_0012719,0.1246194839477539,12,10,0
ISIC_0012722,0.0007229104521684349,13,10,0
ISIC_0012726,0.05594528838992119,14,10,0
ISIC_0012735,0.13307255506515506,15,10,0
ISIC_0012737,0.004043063148856163,16,10,0
ISIC_0012740,0.003950467333197594,17,10,0
ISIC_0012742,0.06966467201709747,18,10,0
ISIC_0012746,0.02537324465811253,19,10,0
ISIC_0012756,0.611518144607544,20,10,1
ISIC_0012768,0.5051888823509216,21,10,0
ISIC_0012777,0.0013363489415496588,22,10,0
ISIC_0012793,0.0010138577781617641,23,10,0
ISIC_0012806,0.011864889413118362,24,10,0
ISIC_0012837,0.3006129264831543,25,10,0
ISIC_0012855,0.08650656789541245,26,10,0
ISIC_0012873,0.09365951269865036,27,10,0
ISIC_0012876,0.01845288835465908,28,10,0
ISIC_0012877,0.010759752243757248,29,10,0
ISIC_0012879,0.003083403455093503,30,10,0
ISIC_0012880,0.07677990943193436,31,10,0
ISIC_0012887,0.7427125573158264,32,10,1
ISIC_0012889,0.04662631452083588,33,10,0
ISIC_0012897,0.0018934361869469285,34,10,0
ISIC_0012901,0.2239983230829239,35,10,0
ISIC_0012949,0.017525730654597282,36,10,0
ISIC_0012965,0.0033849822357296944,37,10,0
ISIC_0012969,0.03899804502725601,38,10,0
ISIC_0012976,0.00026901173987425864,39,10,0
ISIC_0012981,0.05831041187047959,0,11,0
ISIC_0012987,0.011884395964443684,1,11,0
ISIC_0013007,0.019255338236689568,2,11,0
ISIC_0013010,0.0013635263312608006,3,11,0
ISIC_0013012,0.4747685492038727,4,11,0
ISIC_0013023,0.021132122725248337,5,11,0
ISIC_0013031,0.19019153714179995,6,11,0
ISIC_0013048,0.011309619061648846,7,11,0
ISIC_0013073,0.7782918810844421,8,11,1
ISIC_0013075,0.1534835398197174,9,11,0
ISIC_0013087,0.003178906161338091,10,11,0
ISIC_0013094,0.0590108148753643,11,11,0
ISIC_0013112,0.041352912783622735,12,11,0
ISIC_0013134,0.20019453763961792,13,11,0
ISIC_0013136,0.030185258015990257,14,11,0
ISIC_0013147,0.0012740486999973655,15,11,0
ISIC_0013163,0.0029540325049310927,16,11,0
ISIC_0013164,0.0002849731536116451,17,11,0
ISIC_0013167,0.020396923646330837,18,11,0
ISIC_0013169,0.4977983832359314,19,11,0
ISIC_0013177,0.10151398926973344,20,11,0
ISIC_0013178,0.4915447533130646,21,11,0
ISIC_0013189,0.7444207668304443,22,11,0
ISIC_0013191,0.004595897626131773,23,11,0
ISIC_0013196,0.0174575075507164,24,11,0
ISIC_0013197,0.0003316451329737901,25,11,0
ISIC_0013198,0.6262410879135132,26,11,1
ISIC_0013201,0.012239700183272362,27,11,0
ISIC_0013203,0.0818769708275795,28,11,0
ISIC_0013217,0.0017642879392951727,29,11,0
ISIC_0013219,0.0007992272730916739,30,11,0
ISIC_0013220,0.14258700609207153,31,11,0
ISIC_0013223,0.0009767385199666023,32,11,0
ISIC_0013224,0.009733586572110651,33,11,0
ISIC_0013229,0.11939585953950882,34,11,0
ISIC_0013230,0.09188184887170793,35,11,0
ISIC_0013232,0.7124203443527222,36,11,1
ISIC_0013244,0.03289039433002472,37,11,0
ISIC_0013271,0.4958685636520386,38,11,0
ISIC_0013274,0.1660698652267456,39,11,0
ISIC_0013288,0.2608505487442017,0,12,0
ISIC_0013306,0.1030932515859604,1,12,0
ISIC_0013314,0.1480712592601776,2,12,0
ISIC_0013330,0.07587406039237976,3,12,0
ISIC_0013333,0.03379648551344872,4,12,0
ISIC_0013335,0.4977701902389526,5,12,0
ISIC_0013340,0.17702315747737885,6,12,0
ISIC_0013346,0.14158815145492554,7,12,0
ISIC_0013364,0.0013520135544240475,8,12,0
ISIC_0013365,0.11937174946069715,9,12,1
ISIC_0013383,0.03553638607263565,10,12,0
ISIC_0013394,0.010109130293130876,11,12,0
ISIC_0013397,0.28296297788619995,12,12,0
ISIC_0013398,0.0018464396707713606,13,12,0
ISIC_0013405,0.0020061952527612448,14,12,0
ISIC_0013416,0.0048447432927787295,15,12,0
ISIC_0013425,0.017597971484065056,16,12,0
ISIC_0013433,0.2802779078483581,17,12,0
ISIC_0013434,0.08023045212030411,18,12,0
ISIC_0013458,0.0017796875908970833,19,12,0
ISIC_0013472,0.5690838098526001,20,12,1
ISIC_0013473,0.592690110206604,21,12,1
ISIC_0013488,0.052982214838266366,22,12,0
ISIC_0013494,0.018982445821166042,23,12,0
ISIC_0013498,0.12976156175136566,24,12,0
ISIC_0013499,0.7026257514953613,25,12,1
ISIC_0013511,0.13713271915912628,26,12,0
ISIC_0013516,0.009725278243422508,27,12,0
ISIC_0013518,0.5519644021987915,28,12,1
ISIC_0013552,0.20037277042865756,29,12,0
ISIC_0013554,0.3325389921665192,30,12,0
ISIC_0013562,0.0029527361039072275,31,12,0
ISIC_0013567,0.061964169144630425,32,12,1
ISIC_0013592,0.007578407414257526,33,12,0
ISIC_0013595,0.017418337985873222,34,12,0
ISIC_0013597,0.5412959456443787,35,12,0
ISIC_0013599,0.001035268884152174,36,12,0
ISIC_0013615,0.6572083830833435,37,12,1
ISIC_0013617,0.335632860660553,38,12,1
ISIC_0013626,0.23062460124492645,39,12,1
ISIC_0013643,0.021565848961472508,0,13,0
ISIC_0013656,0.16381536424160004,1,13,0
ISIC_0013663,0.4310640394687653,2,13,1
ISIC_0013667,0.18336530029773712,3,13,0
ISIC_0013672,0.1158066838979721,4,13,1
ISIC_0013673,0.06542501598596573,5,13,0
ISIC_0013678,0.5811817646026611,6,13,1
ISIC_0013713,0.0075182896107435235,7,13,0
ISIC_0013740,0.17622026801109314,8,13,1
ISIC_0013747,0.2347298115491867,9,13,0
ISIC_0013762,0.7963657975196838,10,13,1
ISIC_0013777,0.2686173319816589,11,13,1
ISIC_0013783,0.7647963166236877,12,13,1
ISIC_0013789,0.010123541578650476,13,13,0
ISIC_0013792,0.0200840886682272,14,13,0
ISIC_0013794,0.008443997241556644,15,13,0
ISIC_0013796,0.11289270222187042,16,13,0
ISIC_0013798,0.00444724690169096,17,13,0
ISIC_0013799,0.0014210741501301527,18,13,0
ISIC_0013804,0.0444975383579731,19,13,0
ISIC_0013806,0.0019796795677393675,20,13,0
ISIC_0013809,0.8382678031921387,21,13,0
ISIC_0013815,0.006290378049015999,22,13,1
ISIC_0013819,0.022453539073467255,23,13,0
ISIC_0013836,0.014669103547930716,24,13,0
ISIC_0013837,0.007419159635901452,25,13,0
ISIC_0013844,0.5347152948379517,26,13,1
ISIC_0013874,0.4833683371543884,27,13,1
ISIC_0013879,0.003636251902207732,28,13,0
ISIC_0013891,0.037502847611904144,29,13,0
ISIC_0013910,0.3896181881427765,30,13,0
ISIC_0013911,0.11584243178367615,31,13,0
ISIC_0013921,0.07030099630355835,32,13,0
ISIC_0013925,0.2674749493598938,33,13,1
ISIC_0013953,0.12411665916442872,34,13,1
ISIC_0013969,0.21815313398838046,35,13,1
ISIC_0013970,0.0032146794255822893,36,13,0
ISIC_0013977,0.008056885562837124,37,13,0
ISIC_0013980,0.1859608143568039,38,13,0
ISIC_0013981,0.5086485147476196,39,13,0
ISIC_0013984,0.3050776422023773,0,14,1
ISIC_0013997,0.3749355673789978,1,14,1
ISIC_0014001,0.10553118586540222,2,14,0
ISIC_0014028,0.003037404967471957,3,14,0
ISIC_0014049,0.3261771500110626,4,14,1
ISIC_0014062,0.2269502878189087,5,14,1
ISIC_0014076,0.4445947706699371,6,14,1
ISIC_0014081,0.038459569215774536,7,14,0
ISIC_0014094,0.014672365970909597,8,14,0
ISIC_0014099,0.2340055257081985,9,14,1
ISIC_0014110,0.09841557592153548,10,14,1
ISIC_0014117,0.01972612552344799,11,14,0
ISIC_0014127,0.5405204892158508,12,14,1
ISIC_0014131,0.08047076314687729,13,14,0
ISIC_0014133,0.7646002173423767,14,14,1
ISIC_0014139,0.1995258331298828,15,14,0
ISIC_0014150,0.22610577940940854,16,14,0
ISIC_0014158,0.0006211092695593834,17,14,0
ISIC_0014160,0.908561110496521,18,14,1
ISIC_0014162,0.0023898754734545946,19,14,0
